Course Name,Role,Last Name,First Name,Affiliation,Location,Position at Affiliation,Notes,,
BioMedical Informatics II,Course Director,Mitchell,Joyce,University of Utah,,,,,
BioMedical Informatics II,Faculty,Doulis,John,Vanderbilt University Medical Center,,,,,
BioMedical Informatics II,Faculty,Friedman,Charles,Department of Health & Human Services,,,,,
BioMedical Informatics II,Faculty,Frisse,Mark,Vanderbilt University,,,,,
BioMedical Informatics II,Faculty,Hale,David,National Library of Medicine,,,,,
BioMedical Informatics II,Faculty,Harris,Paul,Vanderbilt University,,,,,
BioMedical Informatics II,Faculty,Jirjis,Jim,Vanderbilt University Medical Center,,,,,
BioMedical Informatics II,Faculty,Kingsland,Lawrence,National Library of Medicine (Ret.),,,,,
BioMedical Informatics II,Faculty,Lindberg,Donald,National Library of Medicine,,,,,
BioMedical Informatics II,Faculty,McCray,Alexa,Harvard Medical School,,,,,
BioMedical Informatics II,Faculty,Nahin,Annette,National Library of Medicine,,,,,
BioMedical Informatics II,Faculty,Nesbitt,Thomas,University of California Davis,,,,,
BioMedical Informatics II,Faculty,Phillips,Steven,National Library of Medicine,,,,,
BioMedical Informatics II,Faculty,Shortliffe,Edward,American Medical Informatics Association,,,,,
BioMedical Informatics II,Faculty,Starren,Justin,Marshfield Clinic,,,,,
BioMedical Informatics II,Teaching Assistant,Pakiam,Jennifer,National Library of Medicine,,,,,
BioMedical Informatics II,Student,Abad,Gregorio,U.S. Department of Veterans Affairs,,,,,
BioMedical Informatics II,Student,Ballantyne Scott,Brooke,"Fraser Health, Royal Columbian Hospital",,,,,
BioMedical Informatics II,Student,Banyas,Michael,Health Resources and Service Administration/ Office of Health Information Technology,,,,,
BioMedical Informatics II,Student,Bielen,Stanley,"Merck & Co., Inc.",,,,,
BioMedical Informatics II,Student,Brandenburg,Marci,WISCO-National Cancer Institute,,,,,
BioMedical Informatics II,Student,Bronstad,Katherine,Boston University Alumni Medical Library,,,,,
BioMedical Informatics II,Student,Coady,Teresa,VA Central Iowa Health Care Library,,,,,
BioMedical Informatics II,Student,Collins,Lydia,University of Delaware-Morris Library,,,,,
BioMedical Informatics II,Student,Connors de Laguna,Kathleen,Centers for Medicare and Medicaid Services,,,,,
BioMedical Informatics II,Student,Cortez,Elisa,Loma Linda University,,,,,
BioMedical Informatics II,Student,Fletcher,Adelaide,University of Colorado Denver,,,,,
BioMedical Informatics II,Student,Franklin,Sandra,Emory University,,,,,
BioMedical Informatics II,Student,Holland,William,Banner Health,,,,,
BioMedical Informatics II,Student,Holmes,Heather,Summa Health System,,,,,
BioMedical Informatics II,Student,Holve,Erin,AcademyHealth,,,,,
BioMedical Informatics II,Student,Jacobs,Aaron,University of New Mexico School of Medicine,,,,,
BioMedical Informatics II,Student,Jain,Vikas,"University of Oklahoma, Family Medicine",,,,,
BioMedical Informatics II,Student,Jimoh,Olanrewaju,Duke University,,,,,
BioMedical Informatics II,Student,Johnson,Layne,University of Minnesota,,,,,
BioMedical Informatics II,Student,Langkiet,Kevin,Kaiser Permanente Foundation Hospital,,,,,
BioMedical Informatics II,Student,Lynch,Andrea,City of Hope,,,,,
BioMedical Informatics II,Student,Okun,Sally,"PatientsLikeMe, Inc.",,,,,
BioMedical Informatics II,Student,Prince,J.,National Network of Libraries of Medicine Southeastern/Atlantic Region,,,,,
BioMedical Informatics II,Student,Reddy,Rajesh,Memorial University Medical Center,,,,,
BioMedical Informatics II,Student,Rubinstein,Jessica,"Acton Medical Associates, PC",,,,,
BioMedical Informatics II,Student,Subramanian,Latha,Providence Alaska Medical Center,,,,,
BioMedical Informatics II,Student,Van Dyke,David,Hennepin County Medical Center,,,,,
BioMedical Informatics II,Student,Veronin,Michael,Texas A&M Health Science Center,,,,,
BioMedical Informatics II,Student,Young,Kristen,University of Michigan,,,,,
Frontiers in Stem Cells and Regeneration,Course Director,Muneoka,Ken,Tulane University,,,October 3-9,,
Frontiers in Stem Cells and Regeneration,Course Director,Schatten,Gerald,Pittsburgh Development Center,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Bely,Alexa,"University of Maryland, College Park",,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Castro,Carlos,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Dobrinski,Ina,University of Calgary,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Easley,Charles,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Gardiner,David,"University of California, Irvine",,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Jeffery,William,"University of Maryland, College Park",,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Maden,Malcolm,University of Florida,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Mitalipova,Maya,Massachusetts Institute of Technology,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Murray,Thomas,The Hastings Center,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Nagano,Makoto,McGill University,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Orwig,Kyle,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Park,In-Hyun,Yale University,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Pruszak,Jan,University of Freiburg,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Shay,Jerry,University of Texas Southwestern Medical Center,,,,,
Frontiers in Stem Cells and Regeneration,Faculty,Simerly,Calvin,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Lecturer,Carlson,Bruce,University of Michigan,,,,,
Frontiers in Stem Cells and Regeneration,Lecturer,Meshorer,Eran,The Hebrew University of Jerusalem,,,,,
Frontiers in Stem Cells and Regeneration,Lecturer,Ouyang,Yingshi,Stanford University,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Ben-Yehudah,Ahmi,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Biran,Alva,The Hebrew University of Jerusalem,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Gassei,Kathrin,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Goricki,Spela,"University of Maryland, College Park",,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Hysolli,Eriona,Yale University,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Lee,Jangwoo,"University of California, Irvine",,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Lin,Chih-Cheng,Magee Women's Research Institute,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,McFarland,David,Magee Women's Research Institute,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Redinger,Carrie,Magee Women's Research Institute,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Sukhwani,Meena,Magee Women's Research Institute,,,,,
Frontiers in Stem Cells and Regeneration,Teaching Assistant,Zattara,Eduardo,"University of Maryland, College Park",,,,,
Frontiers in Stem Cells and Regeneration,Course Coordinator,Carlisle,Diane,University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Course Coordinator,Mebane,Dorianne,Marine Biological Laboratory,,,,,
Frontiers in Stem Cells and Regeneration,Course Coordinator,Palermo Lauff,Angela,Pittsburgh Development Center,,,,,
Frontiers in Stem Cells and Regeneration,Student,Akinloye,Oluyemi,Cape Peninsula University of Technology,,,,,
Frontiers in Stem Cells and Regeneration,Student,Amar,Lahouari,Lund University,,,,,
Frontiers in Stem Cells and Regeneration,Student,Baez-Vega,Perla,Ponce School of Medicine,,,,,
Frontiers in Stem Cells and Regeneration,Student,Cheung,Hoi-Hung,NIH/ National Institute of Child Health and Human Development,,,,,
Frontiers in Stem Cells and Regeneration,Student,Colon Diaz,Maricarmen,Ponce School of Medicine,,,,,
Frontiers in Stem Cells and Regeneration,Student,Hirsch,Calley,MD Anderson Cancer Center,,,,,
Frontiers in Stem Cells and Regeneration,Student,Kalisz,Mark,Hagedorn Research Institute,,,,,
Frontiers in Stem Cells and Regeneration,Student,Kelly,Victoria,University of Michigan/University of Pittsburgh,,,,,
Frontiers in Stem Cells and Regeneration,Student,Lee,Hyung-yul,U.S. Food & Drug Administration,,,,,
Frontiers in Stem Cells and Regeneration,Student,Lopes,Mariana,Federal University of Rio de Janeiro,,,,,
Frontiers in Stem Cells and Regeneration,Student,Nakanoh,Shota,Kyoto University,,,,,
Frontiers in Stem Cells and Regeneration,Student,Price,Gavrielle,Massachusetts General Hospital/ Harvard Medical School,,,,,
Frontiers in Stem Cells and Regeneration,Student,Sturmey,Roger,Hull York Medical School,,,,,
Frontiers in Stem Cells and Regeneration,Student,Telugu,Bhanu Prakash,"University of Missouri, Columbia",,,,,
Frontiers in Stem Cells and Regeneration,Student,Wieser,Friedrich,Emory University School of Medicine,,,,,
Frontiers in Stem Cells and Regeneration,Student,Zhai,Yuxin,University of Texas/ MD Anderson Cancer Center,,,,,
Fundamental Issues in Vision Research,Course Director,Stepp,Mary Ann,George Washington University Medical Center,,,August 8-21,,
Fundamental Issues in Vision Research,Course Director,Wensel,Theodore,Baylor College of Medicine,,,,,
Fundamental Issues in Vision Research,Faculty,Barres,Ben,Stanford University School of Medicine,,,,,
Fundamental Issues in Vision Research,Faculty,Beebe,David,Washington University,,,,,
Fundamental Issues in Vision Research,Faculty,Berson,Eliot,Harvard Medical School,,,,,
Fundamental Issues in Vision Research,Faculty,Bok,Dean,"University of California, Davis",,,,,
Fundamental Issues in Vision Research,Faculty,Born,Richard,Harvard Medical School,,,,,
Fundamental Issues in Vision Research,Faculty,Burns,Marie,"University of California, Davis",,,,,
Fundamental Issues in Vision Research,Faculty,Colley,Nansi,University of Wisconsin-Madison,,,,,
Fundamental Issues in Vision Research,Faculty,Deretic,Dusanka,University of New Mexico,,,,,
Fundamental Issues in Vision Research,Faculty,Dowling,John,Harvard University,,,,,
Fundamental Issues in Vision Research,Faculty,Gehring,Walter,University of Basel,,,,,
Fundamental Issues in Vision Research,Faculty,Gordon,Marion,"Ernest Mario School of Pharmacy, Rutgers University",,,,,
Fundamental Issues in Vision Research,Faculty,Gross,Alecia,University of Alabama at Birmingham,,,,,
Fundamental Issues in Vision Research,Faculty,Liberman,Ellen,National Eye Institute/NIH,,,,,
Fundamental Issues in Vision Research,Faculty,Ljubimov,Alexander,Cedars-Sinai Medical Center,,,,,
Fundamental Issues in Vision Research,Faculty,Papermaster,David,University of Connecticut Health Center,,,,,
Fundamental Issues in Vision Research,Faculty,Peachey,Neal,Cleveland Clinic Foundation,,,,,
Fundamental Issues in Vision Research,Faculty,Raviola,Elio,Harvard Medical School,,,,,
Fundamental Issues in Vision Research,Faculty,Raymond,Pamela,University of Michigan,,,,,
Fundamental Issues in Vision Research,Faculty,Sieving,Paul,National Institutes of Health,,,,,
Fundamental Issues in Vision Research,Faculty,Strettoi,Enrica,Italian National Research Council,,,,,
Fundamental Issues in Vision Research,Faculty,Sugrue,Stephen,University of Florida,,,,,
Fundamental Issues in Vision Research,Faculty,Summers Rada,Jody,University of Oklahoma Health Sciences,,,,,
Fundamental Issues in Vision Research,Faculty,Wiggs,Janey,Harvard Medical School,,,,,
Fundamental Issues in Vision Research,Lecturer,Agarwal,Neeraj,NIH/National Eye Institute,,,,,
Fundamental Issues in Vision Research,Lecturer,DAmore,Patricia,Schepens Eye Research Institute/Harvard Medical School,,,,,
Fundamental Issues in Vision Research,Lecturer,Funderburgh,James,University of Pittsburgh,,,,,
Fundamental Issues in Vision Research,Lecturer,John,Simon,The Jackson Laboratory,,,,,
Fundamental Issues in Vision Research,Lecturer,LaVail,Jennifer,"University of California, San Francisco",,,,,
Fundamental Issues in Vision Research,Lecturer,Moore,Tirin,Stanford University,,,,,
Fundamental Issues in Vision Research,Lecturer,Niederkorn,Jerry,University of Texas Southwestern Medical Center,,,,,
Fundamental Issues in Vision Research,Lecturer,Nishina,Patsy,The Jackson Laboratory,,,,,
Fundamental Issues in Vision Research,Lecturer,Reh,Thomas,University of Washington,,,,,
Fundamental Issues in Vision Research,Teaching Assistant,Samuels,Ivy,Louis Stokes Cleveland VA Medical Center,,,,,
Fundamental Issues in Vision Research,Course Coordinator,Anastassov,Ivan,"Hunter College, CUNY",,,,,
Fundamental Issues in Vision Research,Student,Agosto,Melina,Baylor College of Medicine,,,,,
Fundamental Issues in Vision Research,Student,Alekseev,Oleg,Drexel University College of Medicine,,,,,
Fundamental Issues in Vision Research,Student,Chucair-Elliott,Ana,Oklahoma University Health Sciences Center,,,,,
Fundamental Issues in Vision Research,Student,Cunnusamy,Khrishen,Univ of Texas Southwestern Medical Center at Dallas,,,,,
Fundamental Issues in Vision Research,Student,Dubis,Adam,Medical College of Wisconsin,,,,,
Fundamental Issues in Vision Research,Student,Enke,Ray,Johns Hopkins University,,,,,
Fundamental Issues in Vision Research,Student,Garcia,Mariana,"University of California, Berkeley",,,,,
Fundamental Issues in Vision Research,Student,Griswold,Shannon,Rice University,,,,,
Fundamental Issues in Vision Research,Student,Heavner,Whitney,University of North Carolina at Chapel Hill,,,,,
Fundamental Issues in Vision Research,Student,Hwang,Christopher,Emory University,,,,,
Fundamental Issues in Vision Research,Student,Mamuya,Fahmy,University of Delaware,,,,,
Fundamental Issues in Vision Research,Student,Munguba,Gustavo,University of Miami Miller School of Medicine,,,,,
Fundamental Issues in Vision Research,Student,Mustafi,Debarshi,Case Western Reserve University,,,,,
Fundamental Issues in Vision Research,Student,Park,Paul,Case Western Reserve University,,,,,
Fundamental Issues in Vision Research,Student,Peyer,Suzanne,University of Wisconsin-Madison,,,,,
Fundamental Issues in Vision Research,Student,Purgert,Robert,Washington University in St. Louis,,,,,
Fundamental Issues in Vision Research,Student,Qu,Juan,Massachusetts Eye and Ear Infirmary,,,,,
Fundamental Issues in Vision Research,Student,Reish,Nicholas,University of Alabama at Birmingham,,,,,
Fundamental Issues in Vision Research,Student,Sumida,Grant,University of Arizona,,,,,
Fundamental Issues in Vision Research,Student,Tam,Johnny,"University of California, Berkeley",,,,,
Fundamental Issues in Vision Research,Student,Tran,Nicholas,Washington University in Saint Louis,,,,,
Fundamental Issues in Vision Research,Student,Vogt,Nina,New York University,,,,,
Fundamental Issues in Vision Research,Student,Walker,Robert,University of Tennessee Health Science Center,,,,,
Fundamental Issues in Vision Research,Student,Wang,Lingyan,Mount Sinai School of Medicine,,,,,
Gene Regulatory Networks,Course Director,Davidson,Eric,California Institute of Technology,,,,,
Gene Regulatory Networks,Course Director,McClay,David,Duke University,,,October 12-23,,
Gene Regulatory Networks,Faculty,Bolouri,Hamid,California Institute of Technology,,,,,
Gene Regulatory Networks,Faculty,Bronner-Fraser,Marianne,California Institute of Technology,,,,,
Gene Regulatory Networks,Faculty,Christiaen,Lionel,New York University,,,,,
Gene Regulatory Networks,Faculty,Lander,Arthur,"University of California, Irvine",,,,,
Gene Regulatory Networks,Faculty,Longabaugh,William,Institute for Systems Biology,,,,,
Gene Regulatory Networks,Faculty,Peter,Isabelle,California Institute of Technology,,,,,
Gene Regulatory Networks,Faculty,Rothenberg,Ellen,California Institute of Technology,,,,,
Gene Regulatory Networks,Faculty,Small,Stephen,New York University,,,,,
Gene Regulatory Networks,Course Assistant,Warner,Jacob,Duke University,,,,,
Gene Regulatory Networks,Student,Behra,Martine,University of Puerto Rico School of Medicine,,,,,
Gene Regulatory Networks,Student,Chen,Jerry,San Diego State University,,,,,
Gene Regulatory Networks,Student,Dasgupta,Krishnakali,University of Southern California,,,,,
Gene Regulatory Networks,Student,Farley,Emma,Imperial College,,,,,
Gene Regulatory Networks,Student,Faure,Emmanuel,California Institute of Technology,,,,,
Gene Regulatory Networks,Student,Fischer,Antje,EMBL Heidelberg,,,,,
Gene Regulatory Networks,Student,Gantz,Valentino,"University of California, San Diego",,,,,
Gene Regulatory Networks,Student,Gong,Siew-Ging,University of Toronto,,,,,
Gene Regulatory Networks,Student,Green,Rebecca,University of Colorado Denver,,,,,
Gene Regulatory Networks,Student,Hong,Sung-Kook,National Institutes of Health,,,,,
Gene Regulatory Networks,Student,Hoppler,Stefan,University of Aberdeen,,,,,
Gene Regulatory Networks,Student,Kozmikova,Iryna,Institute of Molecular Genetics,,,,,
Gene Regulatory Networks,Student,Martinez,Pedro,Universitat de Barcelona,,,,,
Gene Regulatory Networks,Student,Prasad,Maneeshi,University of South Dakota,,,,,
Gene Regulatory Networks,Student,Rhen,Turk,University of North Dakota,,,,,
Gene Regulatory Networks,Student,Rogers,Katherine,Harvard University,,,,,
Gene Regulatory Networks,Student,Schroeder,Anthony,University of North Dakota,,,,,
Gene Regulatory Networks,Student,Streit,Andrea,King's College London,,,,,
Gene Regulatory Networks,Student,Tulin,Sarah,California Institute of Technology,,,,,
Gene Regulatory Networks,Student,Wang,Sui,Harvard Medical School/ Howard Hughes Medical Center,,,,,
Gene Regulatory Networks,Student,Zhang,Liyun,Purdue University,,,,,
Methods in Computational Neuroscience,Course Director,Berry II,Michael,Princeton University,,,August 1-29,,
Methods in Computational Neuroscience,Course Director,Fairhall,Adrienne,University of Washington,,,,,
Methods in Computational Neuroscience,Faculty,Azeredo da Silveira,Rava,Ecole Normale Superieure,,,,,
Methods in Computational Neuroscience,Faculty,Baccus,Stephen,Stanford University,,,,,
Methods in Computational Neuroscience,Faculty,Bialek,William,Princeton University,,,,,
Methods in Computational Neuroscience,Faculty,Ermentrout,Bard,University of Pittsburgh,,,,,
Methods in Computational Neuroscience,Faculty,Fiete,Ila,University of Texas at Austin,,,,,
Methods in Computational Neuroscience,Faculty,Goldman,Mark,"University of California, Davis",,,,,
Methods in Computational Neuroscience,Faculty,Hausser,Michael,University College London,,,,,
Methods in Computational Neuroscience,Faculty,Kleinfeld,David,"University of California, San Diego",,,,,
Methods in Computational Neuroscience,Faculty,Kopell,Nancy,Boston University,,,,,
Methods in Computational Neuroscience,Faculty,Marder,Eve,Brandeis University,,,,,
Methods in Computational Neuroscience,Faculty,Mehta,Mayank,"University of California, Los Angeles",,,,,
Methods in Computational Neuroscience,Faculty,Pillow,Jonathan,University of Texas at Austin,,,,,
Methods in Computational Neuroscience,Faculty,Schneidman,Elad,Weizmann Institute of Science,,,,,
Methods in Computational Neuroscience,Faculty,Seung,H. Sebastian,Massachusetts Institute of Technology,,,,,
Methods in Computational Neuroscience,Faculty,Shadmehr,Reza,Johns Hopkins University,,,,,
Methods in Computational Neuroscience,Faculty,Solla,Sara,Northwestern University,,,,,
Methods in Computational Neuroscience,Faculty,Sompolinsky,Haim,The Hebrew University of Jerusalem,,,,,
Methods in Computational Neuroscience,Faculty,Svoboda,Karel,"Janelia Farms Research Campus, Howard Hughes Medical Institute",,,,,
Methods in Computational Neuroscience,Faculty,Wen,Quan,Harvard University,,,,,
Methods in Computational Neuroscience,Lecturer,Abbott,Larry,Columbia University,,,,,
Methods in Computational Neuroscience,Lecturer,Chklovskii,Dmitri,Howard Hughes Medical Institute,,,,,
Methods in Computational Neuroscience,Lecturer,Denk,Winfried,Max Planck Institute for Medical Research,,,,,
Methods in Computational Neuroscience,Lecturer,Fee,Michale,Massachusetts Institute of Technology,,,,,
Methods in Computational Neuroscience,Lecturer,Johnston,Daniel,University of Texas at Austin,,,,,
Methods in Computational Neuroscience,Lecturer,Kiani,Roozbeh,Stanford University,,,,,
Methods in Computational Neuroscience,Lecturer,Legenstein,Robert,Graz University of Technology,,,,,
Methods in Computational Neuroscience,Lecturer,Martin,Kevan,Institute of Neuroinformatics,,,,,
Methods in Computational Neuroscience,Lecturer,Mel,Bartlett,University of Southern California,,,,,
Methods in Computational Neuroscience,Lecturer,Sejnowski,Terrence,Salk Institute,,,,,
Methods in Computational Neuroscience,Lecturer,Whittington,Miles,Newcastle University,,,,,
Methods in Computational Neuroscience,Lecturer,Wyart,Matthieu,New York University,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Famulare,Michael,University of Washington,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Gjorgjieva,Julijana,University of Cambridge,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Lundstrom,Brian,University of Washington,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Marre,Olivier,Princeton University,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Mease,Rebecca,University of Washington,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Tkacik,Gasper,University of Pennsylvania,,,,,
Methods in Computational Neuroscience,Teaching Assistant,Trettel,Sean,University of Washington,,,,,
Methods in Computational Neuroscience,Course Assistant,Liljestrand,Jennelle,Bates College,,,,,
Methods in Computational Neuroscience,Student,Albantakis,Larissa,Universitat Pompeu Fabra,,,,,
Methods in Computational Neuroscience,Student,Arnson,Hannah,Washington University in St. Louis,,,,,
Methods in Computational Neuroscience,Student,Chaisanguanthum,Kris,"University of California, San Francisco",,,,,
Methods in Computational Neuroscience,Student,Corbett,Elaine,Northwestern University,,,,,
Methods in Computational Neuroscience,Student,Dumitriu,Dani,Mount Sinai School of Medicine,,,,,
Methods in Computational Neuroscience,Student,Gerhard,Felipe,"Brain Mind Institute, Ecole Polytechnique Federale de Lausanne",,,,,
Methods in Computational Neuroscience,Student,Jarvis,Sarah,University of Freiburg,,,,,
Methods in Computational Neuroscience,Student,Kumar,Ashok,Carnegie Mellon University,,,,,
Methods in Computational Neuroscience,Student,Lajoie,Guillaume,University of Washington,,,,,
Methods in Computational Neuroscience,Student,Lee,Chi-Hon,National Institutes of Health,,,,,
Methods in Computational Neuroscience,Student,Livneh,Uri,Weizmann Institute of Science,,,,,
Methods in Computational Neuroscience,Student,Nunez-Iglesias,Juan,"Janelia Farms Research Campus, Howard Hughes Medical Institute",,,,,
Methods in Computational Neuroscience,Student,Otte,Stephani,Salk Institute,,,,,
Methods in Computational Neuroscience,Student,Patino,Gustavo,University of Michigan,,,,,
Methods in Computational Neuroscience,Student,Phoka,Elena,Imperial College London,,,,,
Methods in Computational Neuroscience,Student,Prentice,Jason,University of Pennsylvania,,,,,
Methods in Computational Neuroscience,Student,Reardon,Thomas,Duke University/Howard Hughes Medical Institute,,,,,
Methods in Computational Neuroscience,Student,Roh,Jinsook,Northwestern University,,,,,
Methods in Computational Neuroscience,Student,Rubin,Ran,Hebrew University of Jerusalem,,,,,
Methods in Computational Neuroscience,Student,Sederberg,Audrey,Princeton University,,,,,
Methods in Computational Neuroscience,Student,Shushruth,S.,University of Utah,,,,,
Methods in Computational Neuroscience,Student,Soudry,Daniel,Technion,,,,,
Methods in Computational Neuroscience,Student,Weber,Franz,Max Planck Institute of Neurobiology,,,,,
Methods in Computational Neuroscience,Student,Xing,Dajun,New York University,,,,,
Molecular Biology of Aging,Course Director,Austad,Steven,University of Texas Health Science Center,,,July 25-August 14,,
Molecular Biology of Aging,Course Director,Ruvkun,Gary,Massachusetts General Hospital,,,,,
Molecular Biology of Aging,Faculty,Bartke,Andrzej,Southern Illinois University,,,,,
Molecular Biology of Aging,Faculty,Church,George,Harvard University,,,,,
Molecular Biology of Aging,Faculty,Csiszar,Anna,University of Oklahoma,,,,,
Molecular Biology of Aging,Faculty,Morimoto,Richard,Northwestern University,,,,,
Molecular Biology of Aging,Faculty,Shore,David,Harvard Medical School/Massachusetts General Hospital,,,,,
Molecular Biology of Aging,Faculty,Ungvari,Zoltan,University of Oklahoma Health Science Center,,,,,
Molecular Biology of Aging,Faculty,Wright,Woodring,University of Texas Southwestern Medical Center,,,,,
Molecular Biology of Aging,Lecturer,Aiken,Judd,University of Alberta,,,,,
Molecular Biology of Aging,Lecturer,Barzilai,Nir,Albert Einstein College of Medicine,,,,,
Molecular Biology of Aging,Lecturer,Guarente,Lenny,Massachusetts Institute of Technology,,,,,
Molecular Biology of Aging,Lecturer,Kaeberlein,Matt,University of Washington,,,,,
Molecular Biology of Aging,Lecturer,Kapahi,Pankaj,Buck Institute for Age Research,,,,,
Molecular Biology of Aging,Lecturer,Kennedy,Brian,University of Washington,,,,,
Molecular Biology of Aging,Lecturer,Meselson,Matthew,Harvard University,,,,,
Molecular Biology of Aging,Lecturer,Murphy,Coleen,Princeton University,,,,,
Molecular Biology of Aging,Lecturer,Richardson,Arlan,University of Texas Health Science Center,,,,,
Molecular Biology of Aging,Lecturer,Sinclair,David,Harvard Medical School,,,,,
Molecular Biology of Aging,Teaching Assistant,Sosnowska,Danuta,University of Oklahoma,,,,,
Molecular Biology of Aging,Course Assistant,Liljestrand,Jennelle,Bates College,,,,,
Molecular Biology of Aging,Student,Campbell,Courtney,Vanderbilt University Medical Center,,,,,
Molecular Biology of Aging,Student,Chow,Tracy,University of Texas Southwestern Medical Center,,,,,
Molecular Biology of Aging,Student,Coelho,Miguel,Max Planck Institute,,,,,
Molecular Biology of Aging,Student,Denzel,Martin,Sanford-Burnham Medical Research Institute,,,,,
Molecular Biology of Aging,Student,Didier,Elizabeth,Tulane National Primate Research Center,,,,,
Molecular Biology of Aging,Student,Gelino,Sara,Sanford-Burnham Institute for Medical Research,,,,,
Molecular Biology of Aging,Student,Herbst,Robert,Boston University,,,,,
Molecular Biology of Aging,Student,Holmbeck,Marissa,Brown University,,,,,
Molecular Biology of Aging,Student,Kim,Insil,"University of California, Irvine",,,,,
Molecular Biology of Aging,Student,Kundu,Samrat,Yale University,,,,,
Molecular Biology of Aging,Student,Lehmann,Gilad,Ben-Gurion University of the Negev,,,,,
Molecular Biology of Aging,Student,Lin,Amy,Boston University,,,,,
Molecular Biology of Aging,Student,McQuary,Philip,Sanford Burnham Medical Research Institute,,,,,
Molecular Biology of Aging,Student,Methner,Axel,Heinrich-Heine-University,,,,,
Molecular Biology of Aging,Student,Regmi,Saroj,Dartmouth Medical School,,,,,
Molecular Biology of Aging,Student,Ridgway,Iain,Bangor University,,,,,
Molecular Biology of Aging,Student,Roos,Thomas,Stanford University,,,,,
Molecular Biology of Aging,Student,Takahashi,Rie,Mayo Clinic,,,,,
Molecular Biology of Aging,Student,Villeda,Saul,Stanford University,,,,,
Molecular Biology of Aging,Student,Zhang,Yizhe,Harvard University,,,,,
Molecular Mycology,Course Director,Alspaugh,James,Duke University School of Medicine,,,August 4-20,,
Molecular Mycology,Course Director,Edwards,John,Harbor UCLA Medical Center,,,,,
Molecular Mycology,Course Director,Hogan,Deborah,Dartmouth Medical School,,,,,
Molecular Mycology,Course Director,Mitchell,Aaron,Carnegie Mellon University,,,,,
Molecular Mycology,Faculty,Cormack,Brendan,Johns Hopkins University,,,,,
Molecular Mycology,Faculty,Heitman,Joseph,Duke University Medical Center,,,,,
Molecular Mycology,Faculty,Konopka,James,Stony Brook University ,,,,,
Molecular Mycology,Faculty,Mylonakis,Eleftherios,Massachusetts General Hospital,,,,,
Molecular Mycology,Faculty,Sheppard,Don,Harbor UCLA Medical Center,,,,,
Molecular Mycology,Faculty,White,Ted,Seattle Biomedical Research Institute,,,,,
Molecular Mycology,Lecturer,Bassilana,Martine,"University of Nice, Centre National de la Recherche",,,,,
Molecular Mycology,Lecturer,Bennett,Richard,Brown University,,,,,
Molecular Mycology,Lecturer,Feldmesser,Marta,Albert Einstein College of Medicine,,,,,
Molecular Mycology,Lecturer,Goldman,William,University of North Carolina,,,,,
Molecular Mycology,Lecturer,Gow,Neil,Aberdeen University,,,,,
Molecular Mycology,Lecturer,Nantel,Andre,National Research Council of Canada,,,,,
Molecular Mycology,Lecturer,Noverr,Mairi,Louisiana State University Health Science Center,,,,,
Molecular Mycology,Lecturer,Pirofski,Liise-Anne,Albert Einstein College of Medicine,,,,,
Molecular Mycology,Lecturer,Rhodes,Judith,University of Cincinnati,,,,,
Molecular Mycology,Teaching Assistant,Deveau,Aurelie,Dartmouth Medical School,,,,,
Molecular Mycology,Teaching Assistant,Gravelat,Fabrie,McGill University,,,,,
Molecular Mycology,Teaching Assistant,Ni,Min,Duke University,,,,,
Molecular Mycology,Teaching Assistant,Nichols,Connie,Duke University Medical Center,,,,,
