Year,Course URI,Course Group URI,Course Group,Course Name
1995,http://history.archives.mbl.edu/concepts/course/519e9296-ae27-4a57-84fa-10d9127ba381,http://history.archives.mbl.edu/concepts/coursegroup/fce4c5e2-a169-4f21-9336-33071fde9beb,Analytical And Quantitative Light Microscopy,Analytical And Quantitative Light Microscopy 1995
1995,http://history.archives.mbl.edu/concepts/course/a6d4ac53-853c-44fd-a1a1-e11a85a6fb16,http://history.archives.mbl.edu/concepts/coursegroup/9a59770a-b03a-4fdc-ab1a-f46773ba4f54,Biomedical Informatics,Medical Informatics 1995
1995,http://history.archives.mbl.edu/concepts/course/da66b225-6010-4d42-9743-adacbe85afde,http://history.archives.mbl.edu/concepts/coursegroup/850f813c-6b5e-47eb-9185-8d814dafa7e7,Methods In Computational Neuroscience,Methods In Computational Neuroscience 1995
1995,http://history.archives.mbl.edu/concepts/course/7c3dfaa1-c64d-45c7-a5e0-61b748b5ba0b,http://history.archives.mbl.edu/concepts/coursegroup/dce76e09-5126-4272-847e-36080076698a,Microinjection Techniques,Microinjection Techniques 1995
1995,http://history.archives.mbl.edu/concepts/course/1a666d38-b463-40aa-a4ee-caa37cc06581,http://history.archives.mbl.edu/concepts/coursegroup/c6b7eb6a-e8ee-4689-bc05-d2c60cbc99b8,Neurobiology & Development Of The Leech,Neurobiology & Development Of The Leech 1995
1995,http://history.archives.mbl.edu/concepts/course/49e300c8-4758-4385-a98a-856d9c317e4c,http://history.archives.mbl.edu/concepts/coursegroup/d1bf2f09-a683-47e9-87f0-223d641fc6af,Optical Microscopy,Optical Microscopy And Imaging In The Biomedical Sciences 1995
1995,http://history.archives.mbl.edu/concepts/course/862e1ac5-278f-493a-94b0-0664868ad47f,http://history.archives.mbl.edu/concepts/coursegroup/fb9595f9-6bbf-4dc3-9bb6-5ba0466c1fd1,Pathogenesis Of Neuroimmunologic Diseases,Pathogenesis Of Neuroimmunologic Diseases 1995
1995,http://history.archives.mbl.edu/concepts/course/7c5a1884-b44b-4c39-b68e-0559d48287d8,http://history.archives.mbl.edu/concepts/coursegroup/4b12fc58-3ea7-4242-bdd3-58fa6c8bb6df,Workshop On Molecular Evolution,Workshop On Molecular Evolution 1995
1996,http://history.archives.mbl.edu/concepts/course/7a227588-1aad-40c9-b0ab-a4dbb449f55b,http://history.archives.mbl.edu/concepts/coursegroup/1cc9f05c-1e70-4d21-bd11-0f942ce6a01e,Biology Of Parasitism,Biology Of Parasitism: Modern Approaches 1996
1996,http://history.archives.mbl.edu/concepts/course/43056fc2-2c6d-4610-84ba-b233cc54238e,http://history.archives.mbl.edu/concepts/coursegroup/540947d3-ba85-4819-a6f0-0c0f9c561cdc,Embryology,Embryology: Concepts And Techniques In Modern Developmental Biology 1996
1996,http://history.archives.mbl.edu/concepts/course/2ae064ca-d14d-421f-a592-0d6aee496f26,http://history.archives.mbl.edu/concepts/coursegroup/5e4e86d4-bcdd-4766-a5d6-c40226a65bd7,Microbial Diversity,Microbial Diversity 1996
1996,http://history.archives.mbl.edu/concepts/course/6b56da0d-5bb4-4dee-89c0-d37f6fa508df,http://history.archives.mbl.edu/concepts/coursegroup/748261f2-5ba0-45fd-b74f-e5dacb0eeaf5,Neural Systems & Behavior,Neural Systems & Behavior 1996
1996,http://history.archives.mbl.edu/concepts/course/71b54791-cdc7-4917-904b-f2b469dd7e02,http://history.archives.mbl.edu/concepts/coursegroup/cfad56e2-02d5-457c-bcaf-f121df755b75,Neurobiology,Neurobiology 1996
1996,http://history.archives.mbl.edu/concepts/course/b159956b-856d-4b1f-9bcc-62d2e5964ad9,http://history.archives.mbl.edu/concepts/coursegroup/c0016fb3-4ba9-4a60-a5e8-8d6f41621524,Physiology,Physiology: Cellular And Molecular Biology 1996
1996,http://history.archives.mbl.edu/concepts/course/f050e487-df85-4c99-b7a3-2bb8add85f74,http://history.archives.mbl.edu/concepts/coursegroup/fce4c5e2-a169-4f21-9336-33071fde9beb,Analytical And Quantitative Light Microscopy,Analytical And Quantitative Light Microscopy 1996
1996,http://history.archives.mbl.edu/concepts/course/bc4c9cb7-e25c-4e9c-876f-b8768866c438,http://history.archives.mbl.edu/concepts/coursegroup/bd9b8e69-7eb4-45da-851d-f1bfac7b963b,Fundamental Issues In Vision Research,Fundamental Issues In Vision Research 1996
1996,http://history.archives.mbl.edu/concepts/course/112e0f02-ab09-4549-ad2d-4d47d3da62a9,http://history.archives.mbl.edu/concepts/coursegroup/9a59770a-b03a-4fdc-ab1a-f46773ba4f54,Biomedical Informatics,Medical Informatics 1996
1996,http://history.archives.mbl.edu/concepts/course/b39e4037-8bb2-4879-ac5f-d3f2c03f33ff,http://history.archives.mbl.edu/concepts/coursegroup/850f813c-6b5e-47eb-9185-8d814dafa7e7,Methods In Computational Neuroscience,Methods In Computational Neuroscience 1996
1996,http://history.archives.mbl.edu/concepts/course/10b18e98-4055-4f0b-a146-24457d3f0586,http://history.archives.mbl.edu/concepts/coursegroup/0ecfd738-204b-432b-9748-ff2f91ff8baa,Microinjection Techniques In Cell Biology,Microinjection Techniques In Cell Biology 1996
1996,http://history.archives.mbl.edu/concepts/course/6e3e9557-7313-4246-8206-a392d5c7ddaf,http://history.archives.mbl.edu/concepts/coursegroup/c6b7eb6a-e8ee-4689-bc05-d2c60cbc99b8,Neurobiology & Development Of The Leech,Neurobiology & Development Of The Leech 1996
1996,http://history.archives.mbl.edu/concepts/course/e5f2db86-d740-4313-bafc-56fc2faf4988,http://history.archives.mbl.edu/concepts/coursegroup/d1bf2f09-a683-47e9-87f0-223d641fc6af,Optical Microscopy,Optical Microscopy And Imaging In The Biomedical Sciences 1996
1996,http://history.archives.mbl.edu/concepts/course/4788e411-4d35-4109-85da-d13ec4b71eba,http://history.archives.mbl.edu/concepts/coursegroup/bc93870a-cdd5-4e38-85f7-c5a5fec2d79c,Rapid Electrochemical Measurements In Biological Systems,Rapid Electrochemical Measurements In Biological Systems 1996
1996,http://history.archives.mbl.edu/concepts/course/7e1aaa9d-f800-4bde-8259-cc11d7076ea5,http://history.archives.mbl.edu/concepts/coursegroup/4b12fc58-3ea7-4242-bdd3-58fa6c8bb6df,Workshop On Molecular Evolution,Workshop On Molecular Evolution 1996
1991,http://history.archives.mbl.edu/concepts/course/8aec2c5b-ecb3-4499-ae7c-d493a97578e7,http://history.archives.mbl.edu/concepts/coursegroup/1cc9f05c-1e70-4d21-bd11-0f942ce6a01e,Biology Of Parasitism,Biology Of Parasitism 1991
1991,http://history.archives.mbl.edu/concepts/course/06b9351c-0bcf-4a63-a868-a92642f52027,http://history.archives.mbl.edu/concepts/coursegroup/540947d3-ba85-4819-a6f0-0c0f9c561cdc,Embryology,Embryology: Cell Differentiation And Gene Expression In Early Development 1991
